win/lose,game_mode,game_date,game_duration,champion,role,CS,kills,deaths,assists,Vision Score,KP,Summoner Spell 1,Summoner Spell 2,Item 1,Item 2,Item 3,Item 4,Item 5,Item 6,Ward,KDA,CS/min
Victory,ARAM,2024-06-13,00:14:02,Xerath,Mid,42,14,4,19,0,77%,Flash,Barrier,Luden's Companion,Refillable Potion,Sorcerer's Shoes,Horizon Focus,Shadowflame,Blighting Jewel,Poro-Snax,8.25,2.99
Victory,ARAM,2024-06-13,00:23:47,Zeri,Mid,150,17,10,21,0,86%,Flash,Ghost,Statikk Shiv,Bloodthirster,Runaan's Hurricane,Infinity Edge,Berserker's Greaves,Lord Dominik's Regards,None,3.8,6.31
Victory,Normal (Draft Pick),2024-06-13,00:29:03,Kai'Sa,Adc,142,7,12,10,11,46%,Flash,Heal,Blasting Wand,Kraken Slayer,Berserker's Greaves,Guinsoo's Rageblade,Recurve Bow,Fiendish Codex,Stealth Ward,1.42,4.89
6th place,Arena,2024-06-12,00:22:34,Pyke,Top,0,6,6,1,0,88%,None,None,Guardian's Dirk,Ionian Boots of Lucidity,Duskblade of Draktharr,Voltaic Cyclosword,Serylda's Grudge,Serpent's Fang,Arcane Sweeper,1.17,0.0
7th place,Arena,2024-06-12,00:22:37,Pantheon,Top,0,3,7,5,0,100%,None,None,Cruelty,Mercury's Treads,Duskblade of Draktharr,Eclipse,Flesheater,None,Arcane Sweeper,1.14,0.0
3rd place,Arena,2024-06-12,00:22:59,Veigar,Top,0,13,9,5,0,100%,None,None,Sorcerer's Shoes,Zhonya's Hourglass,Detonation Orb,Rabadon's Deathcap,Morellonomicon,Shadowflame,Arcane Sweeper,2.0,0.0
Defeat,Normal (Draft Pick),2024-06-11,00:37:14,Ekko,Mid,231,11,7,3,25,50%,Flash,Teleport,Rabadon's Deathcap,Sorcerer's Shoes,Lich Bane,Nashor's Tooth,Void Staff,Amplifying Tome,Stealth Ward,2.0,6.2
Defeat,Normal (Draft Pick),2024-06-11,00:15:19,Ezreal,Adc,97,0,4,0,6,None,Flash,Cleanse,Doran's Blade,Long Sword,Tear of the Goddess,Sheen,Long Sword,Ionian Boots of Lucidity,Stealth Ward,0.0,6.33
Victory,Normal (Draft Pick),2024-06-10,00:45:17,Skarner,Jungle,234,15,9,25,23,63%,Flash,Smite,"Jak'Sho, The Protean",Heartsteel,Plated Steelcaps,Sunfire Aegis,Kaenic Rookern,Iceborn Gauntlet,Oracle Lens,4.44,5.17
Defeat,Normal (Draft Pick),2024-06-10,00:17:35,Samira,Adc,131,6,5,2,7,73%,Flash,Cleanse,Doran's Blade,The Collector,Plated Steelcaps,Pickaxe,B. F. Sword,Cloak of Agility,Stealth Ward,1.6,7.45
Defeat,Normal (Draft Pick),2024-06-10,00:25:09,Camille,Top,133,1,10,1,13,15%,Flash,Teleport,Trinity Force,Tiamat,Long Sword,Plated Steelcaps,Long Sword,None,Stealth Ward,0.2,5.29
Defeat,Normal (Draft Pick),2024-06-09,00:38:22,Miss Fortune,Adc,293,10,10,6,25,50%,Flash,Heal,The Collector,Infinity Edge,Berserker's Greaves,Bloodthirster,Lord Dominik's Regards,Edge of Night,Farsight Alteration,1.6,7.64
Victory,Normal (Draft Pick),2024-06-09,00:18:10,Aurelion Sol,Mid,129,1,3,7,6,42%,Flash,Teleport,Doran's Ring,Rylai's Crystal Scepter,Sorcerer's Shoes,Fated Ashes,None,None,Stealth Ward,2.67,7.1
Victory,Soloqueue,2024-06-09,00:20:58,Hwei,Mid,162,3,5,7,9,31%,Flash,Teleport,Blackfire Torch,Sorcerer's Shoes,Liandry's Torment,Doran's Ring,Blighting Jewel,Fiendish Codex,Stealth Ward,2.0,7.73
Defeat,Normal (Draft Pick),2024-06-09,00:29:54,Twisted Fate,Mid,131,4,12,5,13,47%,Flash,Teleport,Needlessly Large Rod,Rod of Ages,Boots of Swiftness,Lich Bane,Rapid Firecannon,None,Stealth Ward,0.75,4.38
Victory,Normal (Draft Pick),2024-06-09,00:33:00,Kai'Sa,Adc,282,7,6,6,16,43%,Flash,Heal,B. F. Sword,Kraken Slayer,Berserker's Greaves,Guinsoo's Rageblade,Nashor's Tooth,Navori Flickerblade,Stealth Ward,2.17,8.55
Victory,Normal (Draft Pick),2024-06-09,00:35:17,Viktor,Mid,273,3,10,6,27,23%,Flash,Teleport,Blasting Wand,Blackfire Torch,Liandry's Torment,Sorcerer's Shoes,Rabadon's Deathcap,Lich Bane,Stealth Ward,0.9,7.74
Defeat,Normal (Draft Pick),2024-06-09,00:21:33,Twisted Fate,Mid,162,4,4,2,11,23%,Flash,Teleport,Doran's Ring,Lich Bane,Rod of Ages,Boots of Swiftness,Rapid Firecannon,None,Stealth Ward,1.5,7.52
Defeat,Normal (Draft Pick),2024-06-09,00:31:03,Vladimir,Mid,225,2,5,5,26,29%,Flash,Teleport,Doran's Ring,Ionian Boots of Lucidity,Riftmaker,Liandry's Torment,Needlessly Large Rod,None,Stealth Ward,1.4,7.25
2nd place,Arena,2024-06-08,00:22:50,Pyke,Adc,0,12,6,9,0,95%,None,None,Edge of Night,Youmuu's Ghostblade,Prowler's Claw,Voltaic Cyclosword,Serylda's Grudge,Hubris,Arcane Sweeper,3.5,0.0
8th place,Arena,2024-06-08,00:20:16,Corki,Support,0,5,6,5,0,83%,None,None,Guardian's Hammer,Berserker's Greaves,Sword of the Divine,The Collector,Infinity Edge,None,Arcane Sweeper,1.67,0.0
Victory,Normal (Draft Pick),2024-06-08,00:29:45,Miss Fortune,Adc,244,4,4,9,20,39%,Flash,Barrier,Pickaxe,Berserker's Greaves,The Collector,Infinity Edge,Lord Dominik's Regards,B. F. Sword,Stealth Ward,3.25,8.2
2nd place,Arena,2024-06-07,00:21:22,Kai'Sa,Adc,0,16,7,3,0,100%,None,None,Blade of The Ruined King,Guardian Angel,Hamstringer,Kraken Slayer,Guinsoo's Rageblade,Nashor's Tooth,Arcane Sweeper,2.71,0.0
Defeat,ARAM,2024-06-07,00:12:54,Senna,Jungle,33,8,8,13,0,84%,Flash,Ghost,The Collector,Muramana,Boots of Swiftness,Rapid Firecannon,None,None,None,2.62,2.56
Defeat,ARAM,2024-06-07,00:22:07,Cassiopeia,Top,92,12,14,20,0,82%,Flash,Mark,Rod of Ages,Rabadon's Deathcap,Seraph's Embrace,Liandry's Torment,Rylai's Crystal Scepter,Amplifying Tome,Poro-Snax,2.29,4.16
Defeat,ARAM,2024-06-07,00:14:55,Karma,Jungle,52,3,7,23,0,67%,Flash,Ghost,Malignance,Sorcerer's Shoes,Stormsurge,Needlessly Large Rod,Hextech Alternator,None,Poro-Snax,3.71,3.49
Victory,Normal (Draft Pick),2024-06-06,00:39:59,Jhin,Adc,249,12,5,6,26,49%,Flash,Heal,Bloodthirster,Rapid Firecannon,The Collector,Boots of Swiftness,Infinity Edge,Long Sword,Stealth Ward,3.6,6.23
Victory,Normal (Draft Pick),2024-06-06,00:32:31,Jhin,Adc,227,20,4,3,17,64%,Flash,Heal,Lord Dominik's Regards,B. F. Sword,The Collector,Boots of Swiftness,Infinity Edge,Rapid Firecannon,Stealth Ward,5.75,6.98
Victory,Soloqueue,2024-06-06,00:36:35,Miss Fortune,Adc,207,15,6,13,21,61%,Flash,Heal,Infinity Edge,The Collector,Lord Dominik's Regards,Berserker's Greaves,Bloodthirster,Zeal,Stealth Ward,4.67,5.66
Defeat,Soloqueue,2024-06-06,00:28:55,Caitlyn,Adc,209,4,7,1,18,29%,Flash,Heal,Doran's Blade,The Collector,Infinity Edge,Cloak of Agility,Berserker's Greaves,None,Stealth Ward,0.71,7.23
Victory,Soloqueue,2024-06-05,00:24:05,Miss Fortune,Adc,177,6,2,10,15,52%,Flash,Heal,Lord Dominik's Regards,The Collector,Berserker's Greaves,Infinity Edge,None,None,Stealth Ward,8.0,7.35
Defeat,Soloqueue,2024-06-05,00:35:25,Sylas,Mid,177,8,7,4,20,48%,Flash,Teleport,Doran's Ring,Seeker's Armguard,Sorcerer's Shoes,Shadowflame,Lich Bane,None,Stealth Ward,1.71,5.0
Defeat,Soloqueue,2024-06-05,00:32:30,Lux,Mid,243,5,7,5,17,50%,Flash,Teleport,Horizon Focus,Luden's Companion,Sorcerer's Shoes,Blasting Wand,Rabadon's Deathcap,Blighting Jewel,Stealth Ward,1.43,7.48
Defeat,Normal (Draft Pick),2024-06-05,00:34:21,Smolder,Adc,264,4,9,5,10,43%,Flash,Heal,Rapid Firecannon,Muramana,Ionian Boots of Lucidity,Spear of Shojin,Pickaxe,B. F. Sword,Farsight Alteration,1.0,7.69
Victory,Normal (Draft Pick),2024-06-04,00:35:25,Corki,Adc,266,15,9,7,19,52%,Flash,Heal,Lord Dominik's Regards,Opportunity,The Collector,Gunmetal Greaves,Infinity Edge,Rapid Firecannon,Stealth Ward,2.44,7.51
Victory,Soloqueue,2024-06-04,00:34:04,Vex,Mid,193,8,11,14,17,63%,Flash,Teleport,Luden's Companion,Zhonya's Hourglass,Sorcerer's Shoes,Shadowflame,Needlessly Large Rod,Needlessly Large Rod,Farsight Alteration,2.0,5.67
Defeat,Soloqueue,2024-06-04,00:33:12,Kai'Sa,Adc,235,7,8,5,17,43%,Flash,Heal,Guinsoo's Rageblade,Berserker's Greaves,Kraken Slayer,Nashor's Tooth,Zeal,Dagger,Stealth Ward,1.5,7.08
Victory,Normal (Draft Pick),2024-06-04,00:28:59,Miss Fortune,Adc,209,9,3,8,13,52%,Flash,Heal,Pickaxe,The Collector,Berserker's Greaves,Infinity Edge,Lord Dominik's Regards,B. F. Sword,Farsight Alteration,5.67,7.21
Defeat,Normal (Draft Pick),2024-06-04,00:23:41,Miss Fortune,Adc,147,8,9,3,12,50%,Flash,Heal,Doran's Blade,The Collector,Berserker's Greaves,Infinity Edge,Cloak of Agility,Long Sword,Stealth Ward,1.22,6.21
Defeat,Soloqueue,2024-06-04,00:36:12,Corki,Mid,215,20,14,3,15,68%,Flash,Teleport,Bloodthirster,Opportunity,Edge of Night,The Collector,Infinity Edge,Rapid Firecannon,Farsight Alteration,1.64,5.94
Defeat,Soloqueue,2024-06-04,00:28:08,Hwei,Mid,194,7,4,3,19,48%,Flash,Teleport,Blackfire Torch,Sorcerer's Shoes,Liandry's Torment,Doran's Ring,Cryptbloom,Needlessly Large Rod,Stealth Ward,2.5,6.9
Victory,Soloqueue,2024-06-03,00:24:11,Corki,Mid,181,13,3,1,18,45%,Flash,Teleport,Doran's Blade,Opportunity,The Collector,Berserker's Greaves,Infinity Edge,Long Sword,Stealth Ward,4.67,7.48
Victory,Soloqueue,2024-06-03,00:28:23,Hwei,Mid,208,7,4,4,17,48%,Flash,Teleport,Doran's Ring,Seeker's Armguard,Sorcerer's Shoes,Blackfire Torch,Cryptbloom,Liandry's Torment,Stealth Ward,2.75,7.33
Defeat,Soloqueue,2024-06-03,00:28:35,Hwei,Mid,236,5,5,5,13,63%,Flash,Teleport,Doran's Ring,Blackfire Torch,Liandry's Torment,Sorcerer's Shoes,Cryptbloom,Needlessly Large Rod,Stealth Ward,2.0,8.26
Remake,Soloqueue,2024-06-03,00:01:51,Hwei,Mid,1,0,0,0,0,None,Flash,Teleport,Doran's Ring,Health Potion,None,None,None,None,Stealth Ward,0.0,0.54
Defeat,Normal (Quickplay),2024-06-01,00:26:31,Fiora,Top,181,6,9,2,9,38%,Flash,Teleport,Doran's Blade,Ravenous Hydra,Mercury's Treads,Trinity Force,Caulfield's Warhammer,Long Sword,Stealth Ward,0.89,6.83
Defeat,Normal (Quickplay),2024-06-01,00:27:13,Azir,Mid,183,2,8,4,15,22%,Flash,Teleport,Doran's Ring,Nashor's Tooth,Sorcerer's Shoes,Liandry's Torment,Needlessly Large Rod,None,Stealth Ward,0.75,6.72
Defeat,Normal (Quickplay),2024-06-01,00:40:23,Akali,Mid,191,15,10,15,24,53%,Flash,Ignite,Void Staff,Zhonya's Hourglass,Shadowflame,Sorcerer's Shoes,Rabadon's Deathcap,Lich Bane,Stealth Ward,3.0,4.73
Defeat,Normal (Quickplay),2024-06-01,00:19:01,Katarina,Mid,107,3,7,1,7,40%,Flash,Ignite,Doran's Blade,Blade of The Ruined King,Hearthbound Axe,Mercury's Treads,None,None,Stealth Ward,0.57,5.63
Victory,Normal (Draft Pick),2024-05-31,00:27:02,Vladimir,Mid,195,6,6,6,16,34%,Flash,Teleport,Doran's Ring,Liandry's Torment,Riftmaker,Rabadon's Deathcap,Ionian Boots of Lucidity,None,Stealth Ward,2.0,7.21
Defeat,Normal (Draft Pick),2024-05-31,00:16:38,Kai'Sa,Adc,106,1,6,0,6,14%,Flash,Ghost,Doran's Blade,Kraken Slayer,Amplifying Tome,Slightly Magical Footwear,Recurve Bow,None,Stealth Ward,0.17,6.37
Defeat,Normal (Draft Pick),2024-05-31,00:15:47,Pyke,Support,26,3,4,2,27,63%,Flash,Ignite,Bloodsong,Umbral Glaive,Long Sword,Symbiotic Soles,Long Sword,None,Oracle Lens,1.25,1.65
Defeat,Normal (Draft Pick),2024-05-31,00:18:14,Corki,Adc,125,2,9,4,9,60%,Flash,Ignite,Opportunity,Serrated Dirk,Berserker's Greaves,Cloak of Agility,None,None,Stealth Ward,0.67,6.86
Defeat,Normal (Draft Pick),2024-05-31,00:30:26,Corki,Adc,219,5,7,6,19,48%,Flash,Ignite,Infinity Edge,Opportunity,Berserker's Greaves,The Collector,Vampiric Scepter,None,Farsight Alteration,1.57,7.2
Defeat,Normal (Draft Pick),2024-05-31,00:15:40,Ezreal,Adc,121,0,2,3,0,38%,Flash,Exhaust,Doran's Blade,Ionian Boots of Lucidity,Tear of the Goddess,Phage,Long Sword,Sheen,Stealth Ward,1.5,7.72
Defeat,Normal (Draft Pick),2024-05-31,00:25:31,Jhin,Adc,167,3,6,2,12,50%,Flash,Ghost,Doran's Blade,The Collector,Boots of Swiftness,Infinity Edge,Zeal,None,Stealth Ward,0.83,6.54
Victory,Normal (Draft Pick),2024-05-31,00:27:07,Corki,Adc,177,9,5,9,12,55%,Flash,Ignite,Doran's Blade,Opportunity,Berserker's Greaves,The Collector,Infinity Edge,Last Whisper,Stealth Ward,3.6,6.53
Victory,Normal (Draft Pick),2024-05-31,00:25:13,Corki,Adc,155,12,4,4,15,67%,Flash,Ignite,Infinity Edge,Opportunity,The Collector,Berserker's Greaves,None,None,Stealth Ward,4.0,6.15
Defeat,Soloqueue,2024-05-31,00:33:23,Hwei,Mid,256,5,7,6,21,38%,Flash,Teleport,Cryptbloom,Zhonya's Hourglass,Sorcerer's Shoes,Liandry's Torment,Blackfire Torch,None,Stealth Ward,1.57,7.67
Defeat,Soloqueue,2024-05-31,00:31:49,Hwei,Mid,280,8,6,4,23,46%,Flash,Teleport,Zhonya's Hourglass,Needlessly Large Rod,Sorcerer's Shoes,Liandry's Torment,Cryptbloom,Blackfire Torch,Stealth Ward,2.0,8.8
Defeat,ARAM,2024-05-31,00:15:41,Xayah,Adc,40,7,16,13,0,71%,Flash,Ghost,Kraken Slayer,Berserker's Greaves,Navori Flickerblade,Infinity Edge,Vampiric Scepter,None,Poro-Snax,1.25,2.55
Defeat,Normal (Draft Pick),2024-05-31,00:33:32,Kai'Sa,Adc,209,24,15,8,12,73%,Flash,Heal,Kraken Slayer,Gunmetal Greaves,Guinsoo's Rageblade,Nashor's Tooth,Bloodthirster,Navori Flickerblade,Farsight Alteration,2.13,6.23
Defeat,Normal (Draft Pick),2024-05-31,00:25:09,Sylas,Mid,154,6,8,3,12,47%,Flash,Teleport,Doran's Ring,Lich Bane,Sorcerer's Shoes,Shadowflame,Amplifying Tome,Amplifying Tome,Stealth Ward,1.12,6.12
Victory,Normal (Draft Pick),2024-05-31,00:17:06,Pyke,Support,23,10,1,6,29,76%,Flash,Ignite,Bloodsong,Umbral Glaive,Serrated Dirk,Rectrix,Synchronized Souls,Your Cut,Oracle Lens,16.0,1.35
2nd place,Arena,2024-05-30,00:22:35,Pantheon,Mid,0,9,7,8,0,94%,None,None,Hellfire Hatchet,Mercury's Treads,Fulmination,Eclipse,Blade of The Ruined King,Black Cleaver,Arcane Sweeper,2.43,0.0
Victory,Soloqueue,2024-05-30,00:37:07,Hwei,Mid,236,13,6,13,21,52%,Flash,Teleport,Rabadon's Deathcap,Zhonya's Hourglass,Liandry's Torment,Sorcerer's Shoes,Blackfire Torch,Cryptbloom,Farsight Alteration,4.33,6.36
Victory,Soloqueue,2024-05-30,00:26:57,Hwei,Mid,186,8,8,10,15,55%,Flash,Teleport,Liandry's Torment,Zhonya's Hourglass,Sorcerer's Shoes,Blackfire Torch,None,None,Stealth Ward,2.25,6.9
Defeat,Normal (Draft Pick),2024-05-30,00:26:40,Kai'Sa,Adc,168,10,10,6,15,73%,Flash,Heal,Guinsoo's Rageblade,Kraken Slayer,Berserker's Greaves,Nashor's Tooth,Dagger,None,Stealth Ward,1.6,6.3
Victory,Normal (Draft Pick),2024-05-30,00:34:35,Yone,Mid,250,15,8,9,24,45%,Flash,Teleport,Death's Dance,Berserker's Greaves,Blade of The Ruined King,Immortal Shieldbow,Infinity Edge,B. F. Sword,Stealth Ward,3.0,7.23
Victory,Normal (Draft Pick),2024-05-30,00:28:51,Corki,Adc,203,8,3,14,19,58%,Flash,Heal,Cloak of Agility,Opportunity,The Collector,Berserker's Greaves,Infinity Edge,Last Whisper,Stealth Ward,7.33,7.04
Defeat,Normal (Draft Pick),2024-05-23,00:35:16,Hwei,Mid,246,10,9,3,26,37%,Flash,Teleport,Rabadon's Deathcap,Blackfire Torch,Liandry's Torment,Sorcerer's Shoes,Void Staff,Needlessly Large Rod,Stealth Ward,1.44,6.98
Defeat,Normal (Draft Pick),2024-05-23,00:32:42,Taliyah,Mid,246,11,10,1,14,32%,Flash,Teleport,Rabadon's Deathcap,Seraph's Embrace,Blackfire Torch,Sorcerer's Shoes,Liandry's Torment,Blighting Jewel,Stealth Ward,1.2,7.52
Defeat,Arena,2024-05-22,00:22:24,Kai'Sa,Support,0,7,7,11,0,95%,None,None,Nashor's Tooth,Blade of The Ruined King,Duskblade of Draktharr,Kraken Slayer,Guinsoo's Rageblade,Flesheater,Arcane Sweeper,2.57,0.0
6th place,Arena,2024-05-22,00:22:38,Ezreal,Adc,0,5,7,3,0,100%,None,None,Trinity Force,Ionian Boots of Lucidity,Hamstringer,Lord Dominik's Regards,Navori Quickblades,Essence Reaver,Arcane Sweeper,1.14,0.0
6th place,Arena,2024-05-22,00:21:41,Evelynn,Jungle,0,8,6,3,0,92%,None,None,Guardian's Orb,Sorcerer's Shoes,Night Harvester,Rabadon's Deathcap,Lich Bane,Runecarver,Arcane Sweeper,1.83,0.0
4th place,Arena,2024-05-22,00:21:35,Elise,Jungle,0,7,6,6,0,93%,None,None,Sorcerer's Shoes,Zhonya's Hourglass,Runecarver,Lich Bane,Rabadon's Deathcap,Night Harvester,Arcane Sweeper,2.17,0.0
6th place,Arena,2024-05-22,00:20:52,Ekko,Mid,0,6,5,2,0,100%,None,None,Guardian's Orb,Sorcerer's Shoes,Dragonheart,Lich Bane,Rabadon's Deathcap,None,Arcane Sweeper,1.6,0.0
5th place,Arena,2024-05-22,00:21:27,Draven,Mid,0,8,6,5,0,93%,None,None,Guardian's Hammer,Berserker's Greaves,Duskblade of Draktharr,The Collector,Infinity Edge,Hamstringer,Arcane Sweeper,2.17,0.0
Victory,Normal (Draft Pick),2024-05-21,00:36:44,Caitlyn,Adc,253,14,11,7,19,55%,Flash,Heal,B. F. Sword,The Collector,Infinity Edge,Lord Dominik's Regards,Berserker's Greaves,Yun Tal Wildarrows,Stealth Ward,1.91,6.89
Victory,Normal (Draft Pick),2024-05-21,00:34:17,Corki,Adc,242,12,6,14,21,49%,Flash,Heal,Bloodthirster,Trinity Force,Berserker's Greaves,Infinity Edge,Navori Flickerblade,Cloak of Agility,Stealth Ward,4.33,7.06
Defeat,Normal (Draft Pick),2024-05-21,00:16:13,Aurelion Sol,Mid,109,1,5,0,6,25%,Flash,Teleport,Doran's Ring,Blackfire Torch,Sorcerer's Shoes,Amplifying Tome,Ruby Crystal,None,Stealth Ward,0.2,6.72
2nd place,Arena,2024-05-21,00:21:20,Dr. Mundo,Adc,0,4,6,16,0,100%,None,None,Mercury's Treads,Empyrean Promise,Overlord's Bloodmail,Heartsteel,Sunfire Aegis,Spirit Visage,Arcane Sweeper,3.33,0.0
Victory,Normal (Draft Pick),2024-05-21,00:29:39,Kai'Sa,Adc,215,11,9,7,20,45%,Flash,Heal,Bloodthirster,Kraken Slayer,Berserker's Greaves,Guinsoo's Rageblade,Navori Flickerblade,None,Stealth Ward,2.0,7.25
Victory,Normal (Draft Pick),2024-05-20,00:37:36,Morgana,Mid,261,6,7,13,25,45%,Flash,Teleport,Blackfire Torch,Zhonya's Hourglass,Liandry's Torment,Sorcerer's Shoes,Rabadon's Deathcap,Blasting Wand,Stealth Ward,2.71,6.94
Defeat,Normal (Draft Pick),2024-05-20,00:24:25,Hwei,Mid,184,2,5,3,17,26%,Flash,Teleport,Doran's Ring,Liandry's Torment,Blackfire Torch,Sorcerer's Shoes,Needlessly Large Rod,Needlessly Large Rod,Stealth Ward,1.0,7.54
Defeat,Normal (Draft Pick),2024-05-20,00:22:23,Karthus,Jungle,156,3,10,2,10,63%,Flash,Smite,Liandry's Torment,Health Potion,Blackfire Torch,Sorcerer's Shoes,None,None,Oracle Lens,0.5,6.97
Victory,Normal (Draft Pick),2024-05-19,00:29:54,Hwei,Mid,226,9,6,4,21,41%,Flash,Teleport,Doran's Ring,Blackfire Torch,Liandry's Torment,Sorcerer's Shoes,Cryptbloom,Needlessly Large Rod,Stealth Ward,2.17,7.56
Defeat,Normal (Draft Pick),2024-05-19,00:34:51,Jhin,Adc,223,4,11,8,11,34%,Flash,Heal,Doran's Blade,Boots of Swiftness,The Collector,Infinity Edge,Rapid Firecannon,Long Sword,Stealth Ward,1.09,6.4
Victory,Normal (Draft Pick),2024-05-19,00:18:55,Jhin,Adc,127,0,4,5,8,33%,Flash,Heal,Doran's Blade,Boots of Swiftness,The Collector,Pickaxe,None,None,Stealth Ward,1.25,6.71
Defeat,Normal (Draft Pick),2024-05-18,00:34:59,Caitlyn,Adc,234,9,10,9,20,46%,Flash,Heal,Bloodthirster,Berserker's Greaves,The Collector,Infinity Edge,Yun Tal Wildarrows,Cloak of Agility,Stealth Ward,1.8,6.69
Victory,Normal (Draft Pick),2024-05-18,00:37:04,Caitlyn,Adc,179,9,14,5,17,23%,Flash,Heal,Cloak of Agility,The Collector,Berserker's Greaves,Infinity Edge,Yun Tal Wildarrows,Last Whisper,Stealth Ward,1.0,4.83
3rd place,Arena,2024-05-17,00:23:13,Fiora,Adc,0,6,8,9,0,94%,None,None,Blade of The Ruined King,Ravenous Hydra,Divine Sunderer,Black Cleaver,Mirage Blade,Mercury's Treads,Arcane Sweeper,1.88,0.0
Victory,Normal (Draft Pick),2024-05-17,00:33:13,Brand,Mid,191,7,7,6,16,33%,Flash,Teleport,Rylai's Crystal Scepter,Blackfire Torch,Liandry's Torment,Sorcerer's Shoes,Amplifying Tome,Amplifying Tome,Farsight Alteration,1.86,5.75
Victory,Normal (Draft Pick),2024-05-17,00:27:18,Hwei,Mid,188,9,3,8,12,40%,Flash,Teleport,Blackfire Torch,Sorcerer's Shoes,Doran's Ring,Liandry's Torment,Shadowflame,Fiendish Codex,Stealth Ward,5.67,6.89
3rd place,Arena,2024-05-16,00:19:29,Lucian,Support,0,9,7,5,0,100%,None,None,The Collector,Berserker's Greaves,Flesheater,Kraken Slayer,Mortal Reminder,Blade of The Ruined King,Arcane Sweeper,2.0,0.0
Victory,Normal (Draft Pick),2024-05-16,00:27:09,Yone,Mid,175,2,8,8,12,33%,Flash,Teleport,Doran's Blade,Berserker's Greaves,Blade of The Ruined King,Immortal Shieldbow,B. F. Sword,None,Stealth Ward,1.25,6.45
Defeat,Normal (Draft Pick),2024-05-16,00:40:45,Hwei,Mid,311,9,10,10,23,61%,Flash,Teleport,Rabadon's Deathcap,Zhonya's Hourglass,Blackfire Torch,Sorcerer's Shoes,Cryptbloom,Liandry's Torment,Farsight Alteration,1.9,7.63
3rd place,Arena,2024-05-16,00:21:33,Shaco,None,0,16,11,2,0,100%,None,None,Rabadon's Deathcap,Rite Of Ruin,Reality Fracture,Blackfire Torch,Liandry's Anguish,Void Staff,Arcane Sweeper,1.64,0.0
2nd place,Arena,2024-05-16,00:25:45,Jhin,Mid,0,13,5,5,0,95%,None,None,Talisman Of Ascension,Galeforce,Mortal Reminder,The Collector,Infinity Edge,Hamstringer,Arcane Sweeper,3.6,0.0
Victory,Normal (Draft Pick),2024-05-16,00:27:45,Hwei,Mid,219,4,5,6,15,33%,Flash,Teleport,Doran's Ring,Seeker's Armguard,Liandry's Torment,Sorcerer's Shoes,Blackfire Torch,Needlessly Large Rod,Stealth Ward,2.0,7.89
Victory,Normal (Draft Pick),2024-05-16,00:30:36,Hwei,Mid,223,12,4,6,20,55%,Flash,Teleport,Liandry's Torment,Shattered Armguard,Blackfire Torch,Sorcerer's Shoes,Needlessly Large Rod,Rabadon's Deathcap,Stealth Ward,4.5,7.29
Defeat,Normal (Draft Pick),2024-05-14,00:24:58,Naafiri,Mid,170,10,8,4,12,64%,Flash,Ignite,Opportunity,Profane Hydra,Eclipse,Ionian Boots of Lucidity,Serylda's Grudge,None,Stealth Ward,1.75,6.81
Victory,Normal (Draft Pick),2024-05-14,00:15:20,Vex,Mid,123,0,1,1,6,6%,Flash,Teleport,Doran's Ring,Luden's Companion,Sorcerer's Shoes,None,None,None,Stealth Ward,1.0,8.02
Defeat,Normal (Draft Pick),2024-05-14,00:29:38,Hwei,Mid,192,8,6,4,13,67%,Flash,Teleport,Horizon Focus,Seraph's Embrace,Cryptbloom,Needlessly Large Rod,Sorcerer's Shoes,Doran's Ring,Stealth Ward,2.0,6.48
3rd place,Arena,2024-05-12,00:20:10,Diana,None,0,5,6,5,0,91%,None,None,Moonflair Spellblade,Sorcerer's Shoes,Night Harvester,Nashor's Tooth,Lich Bane,None,Arcane Sweeper,1.67,0.0
Victory,Normal (Draft Pick),2024-05-09,00:45:22,Xayah,Adc,364,9,8,7,18,52%,Flash,Heal,Guardian Angel,Berserker's Greaves,Kraken Slayer,Navori Flickerblade,Bloodthirster,Phantom Dancer,Farsight Alteration,2.0,8.02
3rd place,Arena,2024-05-09,00:22:43,Darius,Top,0,15,4,1,0,100%,None,None,Sundered Sky,Force Of Entropy,Overlord's Bloodmail,Sterak's Gage,Black Cleaver,Trinity Force,Arcane Sweeper,4.0,0.0
7th place,Arena,2024-05-09,00:24:44,Corki,None,0,9,8,2,0,92%,None,None,Guardian's Hammer,Sorcerer's Shoes,Detonation Orb,Muramana,Malignance,Rite Of Ruin,Arcane Sweeper,1.38,0.0
7th place,Arena,2024-05-09,00:26:14,Cho'Gath,None,0,2,6,4,0,120%,None,None,Titanic Hydra,Mercury's Treads,Shield of Molten Stone,Heartsteel,Sunfire Aegis,None,Arcane Sweeper,1.0,0.0
7th place,Arena,2024-05-09,00:21:33,Cassiopeia,Jungle,1,7,6,2,0,100%,None,None,Guardian's Orb,Crown of the Shattered Queen,Seraph's Embrace,Rod of Ages,None,None,Arcane Sweeper,1.5,0.05
3rd place,Arena,2024-05-09,00:23:33,Camille,Top,0,5,6,9,0,100%,None,None,Gargoyle Stoneplate,Ravenous Hydra,Mercury's Treads,Sundered Sky,Sterak's Gage,Death's Dance,Arcane Sweeper,2.33,0.0
Victory,Soloqueue,2024-05-08,00:35:59,Hwei,Mid,217,10,3,12,17,54%,Flash,Teleport,Doran's Ring,Sorcerer's Shoes,Horizon Focus,Seraph's Embrace,Cryptbloom,Needlessly Large Rod,Stealth Ward,7.33,6.03
